Name,Platform,Genre,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
The X-Factor,Nintendo,Misc,2010,Deep Silver,0.0,0.29,0.0,0.04,0.33,2010
The X-Factor,Xbox,Misc,2010,Deep Silver,0.0,0.08,0.0,0.01,0.09,2010
Theatre Of War,PC,Strategy,2007,Kalypso Media,0.0,0.01,0.0,0.0,0.01,2000
Theatrhythm Dragon Quest,Nintendo,Misc,2015,Square Enix,0.0,0.0,0.15,0.0,0.15,2010
Theatrhythm Final Fantasy: Curtain Call,Nintendo,Misc,2014,Square Enix,0.13,0.08,0.15,0.02,0.37,2010
Theatrhythm: Final Fantasy,Nintendo,Misc,2012,Square Enix,0.22,0.07,0.18,0.02,0.5,2010
Theme Hospital,PC,Strategy,1997,Electronic Arts,2.3,0.1,0.0,0.0,2.4,1990
Theme Hospital,PlayStation,Strategy,1998,Electronic Arts,0.03,0.02,0.03,0.01,0.09,1990
Theme Park,Nintendo,Simulation,2007,Electronic Arts,0.0,0.03,0.03,0.0,0.07,2000
Theme Park,PlayStation,Simulation,1994,Electronic Arts,0.24,0.16,0.13,0.04,0.57,1990
Theme Park,Other,Simulation,1994,Electronic Arts,0.0,0.0,0.08,0.0,0.08,1990
Theme Park Roller Coaster,PlayStation,Strategy,2000,Electronic Arts,0.23,0.18,0.0,0.06,0.48,2000
There,PlayStation,Simulation,2002,Infogrames,0.03,0.02,0.0,0.0,0.06,2000
Theresia...,Nintendo,Adventure,2008,Arc System Works,0.06,0.0,0.0,0.0,0.06,2000
Thief (2014),PC,Action,2014,Square Enix,0.0,0.09,0.0,0.02,0.11,2010
Thief (2014),PlayStation,Action,2014,Square Enix,0.1,0.2,0.02,0.08,0.4,2010
Thief (2014),PlayStation,Action,2014,Square Enix,0.28,0.37,0.03,0.16,0.84,2010
Thief (2014),Xbox,Action,2014,Square Enix,0.14,0.13,0.0,0.03,0.3,2010
Thief (2014),Xbox,Action,2014,Square Enix,0.26,0.15,0.0,0.04,0.45,2010
Thief: Deadly Shadows,Xbox,Action,2004,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,2000
This War of Mine,PlayStation,Action,2016,Deep Silver,0.0,0.01,0.0,0.0,0.02,2010
Thomas & Friends: Hero of the Rails,Nintendo,Misc,2010,Unknown,0.0,0.07,0.0,0.01,0.09,2010
Thomas & Friends: Hero of the Rails,Nintendo,Misc,2010,Unknown,0.0,0.02,0.0,0.0,0.02,2010
Thomas and Friends: Steaming around Sodor,Nintendo,Action,2015,Avanquest Software,0.0,0.02,0.0,0.0,0.02,2010
Thomas the Tank Engine & Friends,Nintendo,Adventure,2004,Unknown,0.13,0.05,0.0,0.0,0.19,2000
Thor: God of Thunder,Nintendo,Action,2011,Sega,0.06,0.03,0.0,0.01,0.1,2010
Thor: God of Thunder,Nintendo,Action,2011,Sega,0.09,0.03,0.0,0.01,0.13,2010
Thor: God of Thunder,PlayStation,Action,2011,Sega,0.07,0.06,0.0,0.02,0.15,2010
Thor: God of Thunder,Nintendo,Action,2011,Sega,0.11,0.04,0.0,0.01,0.16,2010
Thor: God of Thunder,Xbox,Action,2011,Sega,0.09,0.04,0.0,0.01,0.15,2010
Thoroughbred Breeder,Nintendo,Simulation,1993,Hect,0.0,0.0,0.19,0.0,0.19,1990
Thoroughbred Breeder II,Nintendo,Simulation,1994,Hect,0.0,0.0,0.27,0.0,0.27,1990
Thoroughbred Breeder II Plus,PlayStation,Simulation,1995,Hect,0.0,0.0,0.04,0.0,0.04,1990
Thousand Arms,PlayStation,Role-Playing,1998,Atlus,0.06,0.04,0.0,0.01,0.12,1990
Thrasher Presents: Skate and Destroy,PlayStation,Sports,1998,Take-Two Interactive,0.22,0.15,0.0,0.03,0.39,1990
Threads of Fate,PlayStation,Role-Playing,1999,SquareSoft,0.12,0.08,0.0,0.01,0.21,1990
Thrillville,PlayStation,Strategy,2006,Atari,0.55,0.02,0.0,0.09,0.66,2000
Thrillville,PlayStation,Strategy,2006,Atari,0.18,0.0,0.0,0.02,0.2,2000
Thrillville: Off the Rails,Nintendo,Strategy,2007,LucasArts,0.03,0.01,0.0,0.0,0.05,2000
Thrillville: Off the Rails,PlayStation,Strategy,2007,LucasArts,0.2,0.16,0.0,0.05,0.42,2000
Thrillville: Off the Rails,PlayStation,Strategy,2007,LucasArts,0.09,0.0,0.0,0.01,0.1,2000
Thrillville: Off the Rails,Nintendo,Strategy,2007,LucasArts,0.39,0.02,0.0,0.03,0.45,2000
Thrillville: Off the Rails,Xbox,Strategy,2007,LucasArts,0.13,0.02,0.0,0.01,0.16,2000
Thunder Alley,Nintendo,Racing,2004,XS Games,0.01,0.0,0.0,0.0,0.01,2000
Thunder Force V: Perfect System,PlayStation,Shooter,1998,TechnoSoft,0.03,0.02,0.0,0.0,0.05,1990
Thunder Force VI,PlayStation,Shooter,2008,Sega,0.0,0.0,0.02,0.0,0.02,2000
Thunder Truck Rally,PlayStation,Racing,1997,Psygnosis,0.08,0.05,0.0,0.01,0.14,1990
ThunderStrike 2,PlayStation,Simulation,1994,Core Design Ltd.,0.1,0.07,0.0,0.01,0.19,1990
Thunderbirds,Nintendo,Shooter,2004,Vivendi Games,0.02,0.01,0.0,0.0,0.02,2000
Thunderstrike: Operation Phoenix,PlayStation,Simulation,2001,Eidos Interactive,0.17,0.13,0.0,0.04,0.34,2000
Tiger & Bunny: Hero's Day,PlayStation,Action,2013,D3Publisher,0.0,0.0,0.02,0.0,0.02,2010
Tiger & Bunny: On-Air Jack!,PlayStation,Action,2012,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2010
Tiger Woods 99 PGA Tour Golf,PlayStation,Sports,1997,Electronic Arts,0.85,0.58,0.0,0.1,1.53,1990
Tiger Woods PGA Tour,Nintendo,Sports,2004,Electronic Arts,0.13,0.0,0.0,0.01,0.15,2000
Tiger Woods PGA Tour,PlayStation,Sports,2005,Electronic Arts,0.19,0.0,0.0,0.02,0.21,2000
Tiger Woods PGA Tour 06,Nintendo,Sports,2005,Electronic Arts,0.08,0.02,0.0,0.0,0.11,2000
Tiger Woods PGA Tour 06,PlayStation,Sports,2005,Electronic Arts,0.74,0.03,0.0,0.12,0.89,2000
Tiger Woods PGA Tour 06,PlayStation,Sports,2005,Electronic Arts,0.18,0.0,0.0,0.01,0.2,2000
Tiger Woods PGA Tour 06,Xbox,Sports,2005,Electronic Arts,0.28,0.0,0.0,0.02,0.31,2000
Tiger Woods PGA Tour 06,Xbox,Sports,2005,Electronic Arts,0.35,0.11,0.0,0.02,0.48,2000
Tiger Woods PGA Tour 07,PlayStation,Sports,2006,Electronic Arts,0.6,0.02,0.0,0.1,0.72,2000
Tiger Woods PGA Tour 07,PlayStation,Sports,2006,Electronic Arts,0.31,0.12,0.0,0.07,0.5,2000
Tiger Woods PGA Tour 07,PlayStation,Sports,2006,Electronic Arts,0.2,0.04,0.0,0.04,0.27,2000
Tiger Woods PGA Tour 07,Xbox,Sports,2006,Electronic Arts,0.44,0.0,0.0,0.04,0.48,2000
Tiger Woods PGA Tour 07,Xbox,Sports,2006,Electronic Arts,0.13,0.05,0.0,0.01,0.19,2000
Tiger Woods PGA Tour 08,Nintendo,Sports,2007,Electronic Arts,0.05,0.0,0.0,0.0,0.06,2000
Tiger Woods PGA Tour 08,PlayStation,Sports,2007,Electronic Arts,0.19,0.15,0.0,0.05,0.39,2000
Tiger Woods PGA Tour 08,PlayStation,Sports,2007,Electronic Arts,0.22,0.38,0.0,0.14,0.74,2000
Tiger Woods PGA Tour 08,PlayStation,Sports,2007,Electronic Arts,0.14,0.15,0.0,0.09,0.38,2000
Tiger Woods PGA Tour 08,Nintendo,Sports,2007,Electronic Arts,0.94,0.02,0.0,0.08,1.03,2000
Tiger Woods PGA Tour 08,Xbox,Sports,2007,Electronic Arts,0.49,0.02,0.0,0.04,0.54,2000
Tiger Woods PGA Tour 09,PlayStation,Sports,2008,Electronic Arts,0.16,0.0,0.0,0.21,0.37,2000
Tiger Woods PGA Tour 09,PlayStation,Sports,2008,Electronic Arts,0.34,0.22,0.0,0.1,0.66,2000
Tiger Woods PGA Tour 09,PlayStation,Sports,2008,Electronic Arts,0.07,0.19,0.0,0.1,0.36,2000
Tiger Woods PGA Tour 09,Xbox,Sports,2008,Electronic Arts,0.35,0.23,0.0,0.07,0.65,2000
Tiger Woods PGA Tour 09 All-Play,Nintendo,Sports,2008,Electronic Arts,0.81,0.48,0.0,0.14,1.43,2000
Tiger Woods PGA Tour 10,PlayStation,Sports,2009,Electronic Arts,0.12,0.01,0.0,0.13,0.26,2000
Tiger Woods PGA Tour 10,PlayStation,Sports,2009,Electronic Arts,0.42,0.25,0.0,0.12,0.79,2000
Tiger Woods PGA Tour 10,PlayStation,Sports,2009,Electronic Arts,0.12,0.07,0.0,0.05,0.24,2000
Tiger Woods PGA Tour 10,Nintendo,Sports,2009,Electronic Arts,0.61,0.37,0.0,0.11,1.09,2000
Tiger Woods PGA Tour 10,Xbox,Sports,2009,Electronic Arts,0.39,0.2,0.0,0.06,0.65,2000
Tiger Woods PGA Tour 11,PlayStation,Sports,2010,Electronic Arts,0.37,0.34,0.0,0.13,0.84,2010
Tiger Woods PGA Tour 11,Nintendo,Sports,2010,Electronic Arts,0.24,0.26,0.0,0.06,0.56,2010
Tiger Woods PGA Tour 11,Xbox,Sports,2010,Electronic Arts,0.28,0.2,0.0,0.05,0.53,2010
Tiger Woods PGA Tour 12: The Masters,PlayStation,Sports,2011,Electronic Arts,0.52,0.26,0.0,0.12,0.9,2010
Tiger Woods PGA Tour 12: The Masters,Nintendo,Sports,2011,Electronic Arts,0.21,0.13,0.0,0.03,0.37,2010
Tiger Woods PGA Tour 12: The Masters,Xbox,Sports,2011,Electronic Arts,0.4,0.17,0.0,0.05,0.63,2010
Tiger Woods PGA Tour 13,PlayStation,Sports,2012,Electronic Arts,0.24,0.22,0.0,0.09,0.55,2010
Tiger Woods PGA Tour 13,Xbox,Sports,2012,Electronic Arts,0.29,0.18,0.0,0.04,0.51,2010
Tiger Woods PGA Tour 14,PlayStation,Sports,2013,Electronic Arts,0.16,0.15,0.0,0.07,0.39,2010
Tiger Woods PGA Tour 14,Xbox,Sports,2013,Electronic Arts,0.21,0.13,0.0,0.03,0.36,2010
Tiger Woods PGA Tour 2000,PlayStation,Sports,1998,Electronic Arts,0.37,0.25,0.0,0.04,0.66,1990
Tiger Woods PGA Tour 2001,PlayStation,Sports,2001,Electronic Arts,0.36,0.28,0.0,0.09,0.74,2000
Tiger Woods PGA Tour 2002,PlayStation,Sports,2002,Electronic Arts,0.44,0.35,0.0,0.12,0.9,2000
Tiger Woods PGA Tour 2003,Nintendo,Sports,2002,Electronic Arts,0.18,0.05,0.0,0.01,0.23,2000
Tiger Woods PGA Tour 2003,PlayStation,Sports,2002,Electronic Arts,0.8,0.63,0.0,0.21,1.64,2000
Tiger Woods PGA Tour 2003,Xbox,Sports,2002,Electronic Arts,0.35,0.08,0.0,0.01,0.44,2000
Tiger Woods PGA Tour 2004,Nintendo,Sports,2003,Electronic Arts,0.13,0.05,0.0,0.0,0.18,2000
Tiger Woods PGA Tour 2004,Nintendo,Sports,2003,Electronic Arts,0.12,0.03,0.0,0.0,0.16,2000
Tiger Woods PGA Tour 2004,PlayStation,Sports,2003,Electronic Arts,1.18,0.34,0.0,0.1,1.63,2000
Tiger Woods PGA Tour 2004,Xbox,Sports,2003,Electronic Arts,0.47,0.13,0.0,0.02,0.62,2000
Tiger Woods PGA Tour 2005,Nintendo,Sports,2004,Electronic Arts,0.1,0.03,0.0,0.0,0.14,2000
Tiger Woods PGA Tour 2005,PC,Sports,2004,Electronic Arts,0.0,0.01,0.0,0.0,0.01,2000
Tiger Woods PGA Tour 2005,PlayStation,Sports,2004,Electronic Arts,1.03,0.32,0.0,0.09,1.44,2000
Tiger Woods PGA Tour 2005,Xbox,Sports,2004,Electronic Arts,0.64,0.18,0.0,0.03,0.85,2000
Tiger Woods PGA Tour Golf,Nintendo,Sports,2002,Ubisoft,0.03,0.01,0.0,0.0,0.04,2000
TigerShark,PlayStation,Simulation,1997,GT Interactive,0.04,0.03,0.0,0.0,0.07,1990
Tigger's Honey Hunt,Nintendo,Platform,2000,Ubisoft,0.16,0.04,0.0,0.0,0.2,2000
Tigger's Honey Hunt,PlayStation,Platform,2000,Ubisoft,0.16,0.11,0.0,0.02,0.28,2000
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PlayStation,Adventure,2004,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,2000
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Xbox,Adventure,2005,Disney Interactive Studios,0.06,0.02,0.0,0.0,0.09,2000
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,Nintendo,Platform,2005,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,2000
Time Commando,PlayStation,Action,1996,Adeline Software,0.1,0.07,0.0,0.01,0.17,1990
Time Crisis,PlayStation,Shooter,1997,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,1990
Time Crisis 3,PlayStation,Shooter,2003,Namco Bandai Games,0.3,0.23,0.0,0.08,0.61,2000
Time Crisis 4,PlayStation,Shooter,2007,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84,2000
Time Crisis II,PlayStation,Shooter,2001,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53,2000
Time Crisis: Crisis Zone,PlayStation,Shooter,2004,Namco Bandai Games,0.11,0.09,0.0,0.03,0.22,2000
Time Crisis: Project Titan,PlayStation,Shooter,2001,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,2000
Time Crisis: Razing Storm,PlayStation,Shooter,2010,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55,2010
Time Hollow,Nintendo,Adventure,2008,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16,2000
Time Leap,Xbox,Adventure,2009,Prototype,0.0,0.0,0.01,0.0,0.01,2000
Time Travelers,Nintendo,Adventure,2012,Unknown,0.0,0.0,0.04,0.0,0.04,2010
Time Travelers,PlayStation,Adventure,2012,Level 5,0.0,0.0,0.01,0.0,0.01,2010
Time Travelers,PlayStation,Adventure,2012,Level 5,0.0,0.0,0.05,0.0,0.05,2010
Time and Eternity,PlayStation,Role-Playing,2012,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,2010
TimeShift,PC,Shooter,2007,Vivendi Games,0.01,0.0,0.0,0.0,0.01,2000
TimeShift,PlayStation,Shooter,2007,Vivendi Games,0.14,0.01,0.0,0.01,0.16,2000
TimeShift,Xbox,Shooter,2007,Vivendi Games,0.36,0.02,0.0,0.03,0.41,2000
TimeSplitters,PlayStation,Shooter,2000,Eidos Interactive,0.21,0.17,0.0,0.06,0.43,2000
TimeSplitters 2,Nintendo,Shooter,2002,Eidos Interactive,0.34,0.09,0.0,0.01,0.44,2000
TimeSplitters 2,PlayStation,Shooter,2002,Eidos Interactive,0.34,0.27,0.0,0.09,0.7,2000
TimeSplitters 2,Xbox,Shooter,2002,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,2000
TimeSplitters: Future Perfect,Nintendo,Shooter,2005,Electronic Arts,0.06,0.02,0.0,0.0,0.08,2000
TimeSplitters: Future Perfect,PlayStation,Shooter,2005,Electronic Arts,0.12,0.09,0.0,0.03,0.24,2000
TimeSplitters: Future Perfect,Xbox,Shooter,2005,Electronic Arts,0.12,0.03,0.0,0.01,0.16,2000
Timeshock! Pro Pinball,PlayStation,Misc,1998,Empire Interactive,0.02,0.01,0.0,0.0,0.03,1990
Timmy Time,Nintendo,Action,2011,Avanquest,0.0,0.03,0.0,0.0,0.03,2010
Tiny Tank,PlayStation,Action,1998,Sony Computer Entertainment,0.19,0.13,0.0,0.02,0.34,1990
Tiny Toon Adventures: Plucky's Big Adventure,PlayStation,Action,2001,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27,2000
Tiny Toon Adventures: The Great Beanstalk,PlayStation,Misc,1998,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,1990
Tiny Toon Adventures: Toonenstein - Dare to Scare,PlayStation,Action,1998,Swing! Entertainment,0.03,0.02,0.0,0.0,0.05,1990
Tiny Toon Adventures: Wacky Stackers,Nintendo,Puzzle,2001,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.02,2000
Titan Quest,PC,Role-Playing,2006,THQ,0.01,0.04,0.0,0.01,0.06,2000
Titanfall,PC,Shooter,2014,Electronic Arts,0.21,0.3,0.0,0.07,0.58,2010
Titanfall,Xbox,Shooter,2014,Electronic Arts,0.87,0.38,0.02,0.11,1.38,2010
Titanfall,Xbox,Shooter,2014,Electronic Arts,1.84,0.8,0.04,0.22,2.9,2010
Titanic Mystery,Nintendo,Puzzle,2010,PlayV,0.05,0.02,0.0,0.01,0.08,2010
Titanic Mystery,Nintendo,Puzzle,2010,O-Games,0.02,0.0,0.0,0.0,0.02,2010
To Heart,PlayStation,Adventure,1999,Aqua Plus,0.0,0.0,0.13,0.01,0.14,1990
To Heart 2 DX Plus,PlayStation,Adventure,2011,Aqua Plus,0.0,0.0,0.05,0.0,0.05,2010
To Heart 2: Dungeon Travelers,PlayStation,Adventure,2011,Aqua Plus,0.0,0.0,0.11,0.0,0.11,2010
To Heart 2: Dungeon Travelers,PlayStation,Adventure,2015,Aqua Plus,0.0,0.0,0.05,0.0,0.05,2010
To Love-Ru Trouble Darkness: Battle Ecstasy,PlayStation,Action,2014,FuRyu,0.0,0.0,0.05,0.0,0.05,2010
To Love-Ru Trouble: Darkness - True Princess,PlayStation,Action,2015,FuRyu,0.0,0.0,0.02,0.0,0.02,2010
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PlayStation,Adventure,2008,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,2000
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,Nintendo,Adventure,2008,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,2000
Toaru Kagaku no Chou Denjihou,PlayStation,Adventure,2011,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,2010
Toaru Majutsu no Index,PlayStation,Adventure,2011,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1,2010
Toaru Majutsu no Kagaku no Ensemble,PlayStation,Adventure,2013,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2010
Tobal 2,PlayStation,Fighting,1997,SquareSoft,0.0,0.0,0.35,0.02,0.37,1990
Tobal No.1,PlayStation,Fighting,1996,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,1990
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,Nintendo,Misc,2011,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,2010
ToeJam & Earl III: Mission to Earth,Xbox,Action,2002,Sega,0.09,0.02,0.0,0.0,0.11,2000
Togainu no Chi: True Blood,PlayStation,Adventure,2008,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03,2000
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,Nintendo,Action,2012,Nintendo,0.0,0.0,0.27,0.0,0.27,2010
Toki no Kizuna: Hanayui Tsuzuri,PlayStation,Adventure,2013,Idea Factory,0.0,0.0,0.02,0.0,0.02,2010
Toki no Kizuna: Sekigahara Kitan,PlayStation,Action,2012,Idea Factory,0.0,0.0,0.04,0.0,0.04,2010
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,Other,Misc,1995,Sonnet,0.0,0.0,0.04,0.0,0.04,1990
Tokimeki Memorial 2,PlayStation,Simulation,1999,Konami Digital Entertainment,0.0,0.0,0.36,0.03,0.39,1990
Tokimeki Memorial 4,PlayStation,Adventure,2009,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,2000
Tokimeki Memorial Girl's Side 1st Love Plus,Nintendo,Adventure,2009,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,2000
Tokimeki Memorial Girl's Side 2nd Kiss,PlayStation,Adventure,2006,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,2000
Tokimeki Memorial Girl's Side 3rd Story,Nintendo,Adventure,2010,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,2010
Tokimeki Memorial Girl's Side Premium: 3rd Story,PlayStation,Adventure,2012,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,2010
Tokimeki Memorial: Forever with You,PlayStation,Simulation,1995,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.58,1990
Tokimeki Memorial: Forever with You,Other,Simulation,1996,Konami Digital Entertainment,0.0,0.0,0.38,0.0,0.38,1990
Tokimeki Memorial: Girl's Side,PlayStation,Adventure,2002,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,2000
Tokimeki Memorial: Girl's Side 2nd Season,Nintendo,Adventure,2008,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,2000
Tokimeki Memorial: Girls Side 1st Love,Nintendo,Adventure,2007,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,2000
Tokimeki Memorial: Private Collection,PlayStation,Misc,1996,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17,1990
Tokimeki Memorial: Taisen Pazurudama,PlayStation,Puzzle,1996,Konami Digital Entertainment,0.0,0.0,0.09,0.01,0.1,1990
Tokimeki Memorial: Taisen Pazurudama,Other,Puzzle,1996,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,1990
Tokimeki no Houkago,PlayStation,Misc,1998,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,1990
Tokobot,PlayStation,Platform,2005,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,2000
Tokumei Sentai Go-Busters,Nintendo,Action,2012,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
Tokushu Houdoubu,PlayStation,Adventure,2012,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,2010
Tokyo Beat Down,Nintendo,Action,2008,Success,0.07,0.0,0.0,0.01,0.08,2000
Tokyo Friend Park II DS,Nintendo,Misc,2006,Rocket Company,0.0,0.0,0.02,0.0,0.02,2000
Tokyo Ghoul: Jail,PlayStation,Racing,2015,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,2010
Tokyo Highway Battle,PlayStation,Racing,1996,Jaleco,0.06,0.04,0.21,0.02,0.33,1990
Tokyo Jungle,PlayStation,Action,2012,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26,2010
Tokyo Majin Gakuen: Kenfuuchou,Nintendo,Adventure,2008,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,2000
Tokyo Mew Mew,PlayStation,Role-Playing,2002,Takara,0.0,0.0,0.02,0.0,0.02,2000
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PlayStation,Role-Playing,2010,Atlus,0.0,0.0,0.06,0.0,0.06,2010
Tokyo Twilight Ghost Hunters,PlayStation,Role-Playing,2014,Aksys Games,0.03,0.0,0.02,0.01,0.06,2010
Tokyo Twilight Ghost Hunters,PlayStation,Role-Playing,2014,Aksys Games,0.06,0.01,0.02,0.02,0.12,2010
Tokyo Xanadu,PlayStation,Role-Playing,2015,Nihon Falcom Corporation,0.0,0.0,0.15,0.0,0.15,2010
Tokyo Xanadu eX+,PlayStation,Role-Playing,2016,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02,2010
Tokyo Xtreme Racer,Other,Racing,1999,Genki,0.0,0.0,0.17,0.0,0.17,1990
Tokyo Xtreme Racer 3,PlayStation,Racing,2003,Genki,0.35,0.27,0.21,0.09,0.91,2000
Tokyo Xtreme Racer Advance,Nintendo,Racing,2005,Crave Entertainment,0.04,0.02,0.0,0.0,0.06,2000
Tokyo Xtreme Racer DRIFT,PlayStation,Racing,2003,Genki,0.09,0.07,0.0,0.02,0.18,2000
Tokyo Xtreme Racer Zero,PlayStation,Racing,2000,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,2000
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),Xbox,Shooter,2006,Ubisoft,0.0,0.0,0.01,0.0,0.01,2000
Tom Clancy's Classic Trilogy,Xbox,Shooter,2004,Ubisoft,0.07,0.02,0.0,0.0,0.1,2000
Tom Clancy's EndWar,Nintendo,Strategy,2008,Ubisoft,0.08,0.01,0.0,0.01,0.09,2000
Tom Clancy's EndWar,PC,Strategy,2009,Ubisoft,0.0,0.02,0.0,0.0,0.02,2000
Tom Clancy's EndWar,PlayStation,Strategy,2008,Ubisoft,0.32,0.22,0.01,0.1,0.65,2000
Tom Clancy's EndWar,PlayStation,Strategy,2008,Ubisoft,0.1,0.01,0.0,0.01,0.12,2000
Tom Clancy's EndWar,Xbox,Strategy,2008,Ubisoft,0.58,0.24,0.01,0.09,0.91,2000
Tom Clancy's Ghost Recon,Nintendo,Shooter,2003,Ubisoft,0.11,0.03,0.0,0.0,0.15,2000
Tom Clancy's Ghost Recon,PlayStation,Shooter,2002,Ubisoft,1.42,0.4,0.0,0.12,1.94,2000
Tom Clancy's Ghost Recon,Nintendo,Shooter,2010,Ubisoft,0.11,0.01,0.0,0.01,0.14,2010
Tom Clancy's Ghost Recon,Xbox,Shooter,2002,Ubisoft,1.23,0.46,0.0,0.07,1.76,2000
Tom Clancy's Ghost Recon 2,Nintendo,Shooter,2005,Ubisoft,0.06,0.01,0.0,0.0,0.07,2000
Tom Clancy's Ghost Recon 2,PlayStation,Shooter,2004,Ubisoft,0.64,0.34,0.0,0.1,1.08,2000
Tom Clancy's Ghost Recon 2,Xbox,Shooter,2004,Ubisoft,0.86,0.45,0.0,0.06,1.36,2000
Tom Clancy's Ghost Recon 2: Summit Strike,Xbox,Shooter,2005,Ubisoft,0.29,0.08,0.0,0.01,0.39,2000
Tom Clancy's Ghost Recon Advanced Warfighter,Xbox,Shooter,2006,Ubisoft,1.4,0.02,0.02,0.1,1.54,2000
Tom Clancy's Ghost Recon Advanced Warfighter,Xbox,Shooter,2006,Ubisoft,0.21,0.11,0.0,0.01,0.33,2000
Tom Clancy's Ghost Recon Advanced Warfighter 2,PlayStation,Shooter,2007,Ubisoft,0.34,0.48,0.02,0.19,1.04,2000
Tom Clancy's Ghost Recon Advanced Warfighter 2,PlayStation,Shooter,2007,Ubisoft,0.35,0.1,0.0,0.08,0.53,2000
Tom Clancy's Ghost Recon Advanced Warfighter 2,Xbox,Shooter,2007,Ubisoft,0.87,0.05,0.02,0.08,1.02,2000
Tom Clancy's Ghost Recon: Advanced Warfighter,PlayStation,Shooter,2006,Ubisoft,0.03,0.02,0.0,0.01,0.06,2000
Tom Clancy's Ghost Recon: Future Soldier,PC,Shooter,2012,Ubisoft,0.05,0.1,0.0,0.03,0.18,2010
Tom Clancy's Ghost Recon: Future Soldier,PlayStation,Shooter,2012,Ubisoft,0.41,0.33,0.09,0.12,0.96,2010
Tom Clancy's Ghost Recon: Future Soldier,Xbox,Shooter,2012,Ubisoft,0.93,0.4,0.02,0.12,1.46,2010
Tom Clancy's Ghost Recon: Island Thunder,Xbox,Shooter,2003,Ubisoft,0.61,0.24,0.0,0.03,0.87,2000
Tom Clancy's Ghost Recon: Jungle Storm,PlayStation,Shooter,2004,Ubisoft,0.57,0.44,0.0,0.15,1.16,2000
Tom Clancy's Ghost Recon: Predator,PlayStation,Shooter,2010,Ubisoft,0.07,0.02,0.0,0.02,0.1,2010
Tom Clancy's Ghost Recon: Shadow Wars,Nintendo,Strategy,2011,Ubisoft,0.22,0.09,0.0,0.03,0.34,2010
Tom Clancy's HAWX,PC,Action,2009,Ubisoft,0.0,0.03,0.0,0.01,0.04,2000
